restaurant_name,restaurant_location,day_of_the_week,dish_name,preparation_time
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Tarta de Santiago,20
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Tarta de Santiago,18
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekday,Fabada Asturiana,14
Boqueria,"(40.77152, -73.9561132)",Weekday,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pisto,20
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Churros,14
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Patatas Bravas,17
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Patatas Bravas,16
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Fabada Asturiana,10
Boqueria,"(40.77152, -73.9561132)",Weekend,Fabada Asturiana,13
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Churros,11
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Paella,20
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Tortilla de Patatas,17
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,14
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Buttermilk Biscuits,17
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekend,"Tomato, Cheddar, and Bacon Cake",14
SoCo,"(40.693739, -73.9644974)",Weekend,Baked Macaroni Cheese,14
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Buttermilk Biscuits,14
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Pan-cooked Cornbread,15
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Gumbo,19
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Mississippi Mud Pie,10
SoCo,"(40.693739, -73.9644974)",Weekday,Gumbo,20
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,"Tomato, Cheddar, and Bacon Cake",14
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Red Rice,11
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Baked Macaroni Cheese,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,"Tomato, Cheddar, and Bacon Cake",13
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Gumbo,18
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Mississippi Mud Pie,13
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Fried Green Tomatoes,20
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Gumbo,18
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Buttermilk Biscuits,16
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Gumbo,18
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Chicken and Dumplings,16
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Chicken and Dumplings,15
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Fried Green Tomatoes,19
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Mississippi Mud Pie,10
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Gumbo,20
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Pan-cooked Cornbread,14
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Baked Macaroni Cheese,13
SoCo,"(40.693739, -73.9644974)",Weekday,Mississippi Mud Pie,13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,"Tomato, Cheddar, and Bacon Cake",13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Pan-cooked Cornbread,18
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Baked Macaroni Cheese,14
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,14
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Mississippi Mud Pie,13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Buttermilk Biscuits,16
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Hoppin’ John,17
SoCo,"(40.693739, -73.9644974)",Weekday,Pan-cooked Cornbread,16
SoCo,"(40.693739, -73.9644974)",Weekday,Mississippi Mud Pie,13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Chicken and Dumplings,20
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,"Tomato, Cheddar, and Bacon Cake",10
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Buttermilk Biscuits,16
SoCo,"(40.693739, -73.9644974)",Weekend,Mississippi Mud Pie,13
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Buttermilk Biscuits,18
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,13
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Hoppin’ John,17
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Baked Macaroni Cheese,13
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekend,Buttermilk Biscuits,18
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Baked Macaroni Cheese,16
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,10
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Mississippi Mud Pie,13
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Buttermilk Biscuits,18
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekend,Baked Macaroni Cheese,16
SoCo,"(40.693739, -73.9644974)",Weekend,Baked Macaroni Cheese,14
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Buttermilk Biscuits,16
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Buttermilk Biscuits,16
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Hoppin’ John,14
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekend,Fried Green Tomatoes,20
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Hoppin’ John,20
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,"Tomato, Cheddar, and Bacon Cake",15
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Pan-cooked Cornbread,15
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Pan-cooked Cornbread,16
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Buttermilk Biscuits,16
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Mississippi Mud Pie,14
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,"Tomato, Cheddar, and Bacon Cake",15
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Mississippi Mud Pie,13
SoCo,"(40.693739, -73.9644974)",Weekend,Hoppin’ John,16
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Pan-cooked Cornbread,16
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Mississippi Mud Pie,11
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Fried Green Tomatoes,19
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,"Tomato, Cheddar, and Bacon Cake",13
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekend,Mississippi Mud Pie,12
SoCo,"(40.693739, -73.9644974)",Weekend,Fried Green Tomatoes,19
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Gumbo,20
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Baked Macaroni Cheese,14
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Baked Macaroni Cheese,14
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,13
SoCo,"(40.693739, -73.9644974)",Weekend,Mississippi Mud Pie,13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Hoppin’ John,15
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Chicken and Dumplings,20
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Baked Macaroni Cheese,15
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Baked Macaroni Cheese,11
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Gumbo,19
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Hoppin’ John,17
SoCo,"(40.693739, -73.9644974)",Weekday,Pan-cooked Cornbread,12
SoCo,"(40.693739, -73.9644974)",Weekday,Mississippi Mud Pie,13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Fried Green Tomatoes,19
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Mississippi Mud Pie,16
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Mississippi Mud Pie,13
SoCo,"(40.693739, -73.9644974)",Weekday,Fried Green Tomatoes,20
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Hoppin’ John,17
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Pan-cooked Cornbread,15
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Hoppin’ John,17
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Buttermilk Biscuits,16
SoCo,"(40.693739, -73.9644974)",Weekend,Gumbo,20
SoCo,"(40.693739, -73.9644974)",Weekend,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,"Tomato, Cheddar, and Bacon Cake",12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Pan-cooked Cornbread,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Pan-cooked Cornbread,15
SoCo,"(40.693739, -73.9644974)",Weekday,Pan-cooked Cornbread,14
SoCo,"(40.693739, -73.9644974)",Weekday,Mississippi Mud Pie,13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Buttermilk Biscuits,17
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Hoppin’ John,17
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Pan-cooked Cornbread,15
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Pan-cooked Cornbread,15
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Fried Green Tomatoes,17
Amy Ruth's,"(40.8024602, -73.9502299)",Weekend,Buttermilk Biscuits,16
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekend,Baked Macaroni Cheese,14
SoCo,"(40.693739, -73.9644974)",Weekday,"Tomato, Cheddar, and Bacon Cake",15
SoCo,"(40.693739, -73.9644974)",Weekday,Buttermilk Biscuits,16
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Pan-cooked Cornbread,16
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekday,Red Rice,12
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Mississippi Mud Pie,14
Amy Ruth's,"(40.8024602, -73.9502299)",Weekday,Red Rice,12
Melba's Restaurant,"(40.8031019, -73.9566376)",Weekday,Pan-cooked Cornbread,15
SoCo,"(40.693739, -73.9644974)",Weekday,Gumbo,20
SoCo,"(40.693739, -73.9644974)",Weekday,Red Rice,12
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Mississippi Mud Pie,13
Spaha Soul,"(40.796342949999996, -73.93482608528132)",Weekend,Red Rice,12
Gaby,"(40.7561138, -73.9815545)",Weekday,Salade Niçoise,20
Gaby,"(40.7561138, -73.9815545)",Weekday,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Bœuf bourguignon,19
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Tarte Tatin,13
Le District,"(40.7128867, -74.0158588)",Weekday,Cassoulet,20
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekday,Tarte Tatin,14
Gaby,"(40.7561138, -73.9815545)",Weekday,Cassoulet,20
Gaby,"(40.7561138, -73.9815545)",Weekday,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Confit de canard,18
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekend,Tarte Tatin,17
Le District,"(40.7128867, -74.0158588)",Weekend,Coq au vin,15
Gaby,"(40.7561138, -73.9815545)",Weekday,Bœuf bourguignon,12
Gaby,"(40.7561138, -73.9815545)",Weekday,Cassoulet,20
Gaby,"(40.7561138, -73.9815545)",Weekday,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Cassoulet,20
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekend,Confit de canard,17
Le District,"(40.7128867, -74.0158588)",Weekend,Bœuf bourguignon,17
Gaby,"(40.7561138, -73.9815545)",Weekday,Salade Niçoise,19
Gaby,"(40.7561138, -73.9815545)",Weekday,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Chocolate soufflé,10
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Soupe à l’oignon,18
Le District,"(40.7128867, -74.0158588)",Weekday,Cassoulet,20
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekend,Flamiche,14
Gaby,"(40.7561138, -73.9815545)",Weekend,Cassoulet,20
Gaby,"(40.7561138, -73.9815545)",Weekend,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Coq au vin,14
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Confit de canard,17
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekday,Bœuf bourguignon,15
Gaby,"(40.7561138, -73.9815545)",Weekday,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekend,Tarte Tatin,14
L'Express,"(40.7380991, -73.9876326)",Weekend,Coq au vin,15
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Flamiche,14
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Chocolate soufflé,13
Le District,"(40.7128867, -74.0158588)",Weekday,Soupe à l’oignon,14
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekend,Tarte Tatin,17
Gaby,"(40.7561138, -73.9815545)",Weekend,Bœuf bourguignon,17
L'Express,"(40.7380991, -73.9876326)",Weekend,Chocolate soufflé,13
L'Express,"(40.7380991, -73.9876326)",Weekend,Chocolate soufflé,13
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Chocolate soufflé,17
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekend,Cassoulet,20
Le District,"(40.7128867, -74.0158588)",Weekend,Bœuf bourguignon,17
Gaby,"(40.7561138, -73.9815545)",Weekend,Chocolate soufflé,10
Gaby,"(40.7561138, -73.9815545)",Weekend,Cassoulet,20
L'Express,"(40.7380991, -73.9876326)",Weekday,Ratatouille,14
L'Express,"(40.7380991, -73.9876326)",Weekday,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Chocolate soufflé,14
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekend,Coq au vin,10
Le District,"(40.7128867, -74.0158588)",Weekend,Confit de canard,16
Gaby,"(40.7561138, -73.9815545)",Weekend,Confit de canard,17
Gaby,"(40.7561138, -73.9815545)",Weekend,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekday,Tarte Tatin,15
L'Express,"(40.7380991, -73.9876326)",Weekday,Chocolate soufflé,13
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Tarte Tatin,13
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Confit de canard,13
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekday,Salade Niçoise,16
Gaby,"(40.7561138, -73.9815545)",Weekday,Flamiche,14
L'Express,"(40.7380991, -73.9876326)",Weekend,Tarte Tatin,17
L'Express,"(40.7380991, -73.9876326)",Weekend,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Salade Niçoise,20
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Flamiche,14
Le District,"(40.7128867, -74.0158588)",Weekday,Flamiche,14
Gaby,"(40.7561138, -73.9815545)",Weekend,Flamiche,18
Gaby,"(40.7561138, -73.9815545)",Weekend,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekend,Salade Niçoise,16
L'Express,"(40.7380991, -73.9876326)",Weekend,Chocolate soufflé,13
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Bœuf bourguignon,14
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Confit de canard,16
Le District,"(40.7128867, -74.0158588)",Weekend,Flamiche,12
Le District,"(40.7128867, -74.0158588)",Weekend,Cassoulet,20
Le District,"(40.7128867, -74.0158588)",Weekend,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekday,Bœuf bourguignon,17
Gaby,"(40.7561138, -73.9815545)",Weekday,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekend,Chocolate soufflé,15
L'Express,"(40.7380991, -73.9876326)",Weekend,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Chocolate soufflé,12
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Tarte Tatin,16
Le District,"(40.7128867, -74.0158588)",Weekday,Cassoulet,20
Gaby,"(40.7561138, -73.9815545)",Weekend,Soupe à l’oignon,20
Gaby,"(40.7561138, -73.9815545)",Weekend,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekday,Flamiche,16
L'Express,"(40.7380991, -73.9876326)",Weekday,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Soupe à l’oignon,18
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,10
Le District,"(40.7128867, -74.0158588)",Weekday,Cassoulet,20
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekday,Confit de canard,18
Gaby,"(40.7561138, -73.9815545)",Weekday,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekend,Coq au vin,13
L'Express,"(40.7380991, -73.9876326)",Weekend,Flamiche,14
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Bœuf bourguignon,17
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekend,Coq au vin,14
Le District,"(40.7128867, -74.0158588)",Weekend,Cassoulet,20
Gaby,"(40.7561138, -73.9815545)",Weekend,Ratatouille,14
Gaby,"(40.7561138, -73.9815545)",Weekend,Soupe à l’oignon,18
L'Express,"(40.7380991, -73.9876326)",Weekend,Coq au vin,16
L'Express,"(40.7380991, -73.9876326)",Weekend,Coq au vin,15
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Ratatouille,12
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Cassoulet,20
Le Coucou,"(40.7190849, -74.0001395)",Weekday,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Flamiche,14
Le District,"(40.7128867, -74.0158588)",Weekday,Cassoulet,20
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekend,Tarte Tatin,17
Gaby,"(40.7561138, -73.9815545)",Weekend,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekday,Salade Niçoise,20
L'Express,"(40.7380991, -73.9876326)",Weekday,Chocolate soufflé,13
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Salade Niçoise,18
Le Coucou,"(40.7190849, -74.0001395)",Weekend,Ratatouille,12
Le District,"(40.7128867, -74.0158588)",Weekday,Confit de canard,15
Le District,"(40.7128867, -74.0158588)",Weekday,Cassoulet,20
Le District,"(40.7128867, -74.0158588)",Weekday,Ratatouille,12
Gaby,"(40.7561138, -73.9815545)",Weekend,Salade Niçoise,20
Gaby,"(40.7561138, -73.9815545)",Weekend,Ratatouille,12
L'Express,"(40.7380991, -73.9876326)",Weekend,Cassoulet,20
